EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,Salary_Math_Consistent,Salary_Inconsistency_Severity,Salary_Needs_Review,Salary_Issue_Details,AnnualSalary_outlier_flag,DrivingCommuterDistance_outlier_flag
1779,21,1,Yes,20.02,40,Salary,41641.6,36.0,Marketing,Female,Single,1.0,17.0,Direct Deposit,Yes,True,NONE,False,,False,False
1780,57,5,No,85.23,40,Salary,177278.4,33.0,Human Resources,Female,Divorced,4.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1781,55,17,No,92.22,40,Salary,332817.6,49.0,Research,Female,Divorced,8.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,818 but shows $332,818 (73.5% difference)",True,False
1782,47,6,No,90.61,40,Salary,288468.8,5.0,Healthcare,Female,Single,3.0,23.0,Mail Check,No,False,MAJOR,True,"Expected $188,469 but shows $288,469 (53.1% difference)",False,False
1783,26,3,Yes,20.6,40,Salary,42848.0,49.0,Laboratory,Female,Married,1.0,15.0,Mail Check,No,True,NONE,False,,False,False
1784,51,18,No,87.55,40,Salary,282104.0,250.0,Laboratory,Female,Single,2.0,20.0,Mail Check,No,False,MAJOR,True,"Expected $182,104 but shows $282,104 (54.9% difference)",False,True
1785,61,11,No,96.27,40,Salary,200241.6,63.0,Healthcare,Female,Married,1.0,7.0,Direct Deposit,Yes,True,NONE,False,,False,False
1786,35,1,Yes,23.58,40,Salary,49046.4,44.0,Research,Male,Divorced,3.0,18.0,Mail Check,No,True,NONE,False,,False,False
1787,47,18,Yes,48.68,40,Salary,101254.4,70.0,Information Technology,Female,Single,9.0,15.0,Mail Check,No,True,NONE,False,,False,False
1788,40,2,Yes,28.28,40,Salary,38022.4,49.0,Manufacturing,Female,Divorced,9.0,11.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,822 but shows $38,022 (35.4% difference)",False,False
1789,45,17,Yes,83.43,40,Salary,173534.4,49.0,Human Resources,Male,Married,8.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
1790,24,1,No,21.46,40,Salary,3636.8,63.0,Research,Female,Single,1.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $44,637 but shows $3,637 (91.9% difference)",False,False
1791,60,15,No,34.74,40,Salary,72259.2,30.0,Marketing,Male,Married,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1792,30,8,No,24.59,40,Salary,51147.2,64.0,Research,Female,Married,1.0,21.0,Direct Deposit,Yes,True,NONE,False,,False,False
1793,46,16,No,76.89,40,Salary,159931.2,46.0,Research,Male,Married,1.0,14.0,Mail Check,Yes,True,NONE,False,,False,False
1794,54,5,No,70.24,40,Salary,146099.2,17.0,Human Resources,Female,Married,9.0,16.0,Mail Check,Yes,True,NONE,False,,False,False
1795,51,16,No,97.61,40,Salary,203028.8,15.0,Marketing,Female,Divorced,4.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
1796,55,10,Yes,44.41,40,Salary,92372.8,72.0,Sales,Female,Divorced,2.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
1797,52,6,Yes,39.17,40,Salary,81473.6,41.0,Information Technology,Female,Single,1.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
1798,45,6,No,91.2,40,Salary,289696.0,24.0,Research,Female,Married,7.0,14.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $189,696 but shows $289,696 (52.7% difference)",True,False
1799,44,9,Yes,31.28,40,Salary,64854.4,26.0,Research,Male,Divorced,1.0,13.0,Mail Check,No,True,NONE,False,,False,False
1800,46,16,No,84.12,40,Salary,174969.6,250.0,Sales,Female,Divorced,5.0,7.0,Mail Check,Yes,True,NONE,False,,False,True
1801,39,10,Yes,62.77,40,Salary,130561.6,87.0,Human Resources,Female,Divorced,6.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1802,28,1,Yes,24.48,40,Salary,50928.4,57.0,Healthcare,Male,Married,1.0,15.0,Mail Check,No,True,NONE,False,,False,False
1803,40,6,No,42.78,40,Salary,88982.4,59.0,Marketing,Male,Single,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1804,43,5,No,54.83,40,Salary,114046.4,35.0,Healthcare,Male,Single,2.0,5.0,Mail Check,No,True,NONE,False,,False,False
1805,59,14,No,41.36,40,Salary,86028.8,39.0,Marketing,Male,Divorced,4.0,19.0,Mail Check,Yes,True,NONE,False,,False,False
1806,57,14,Yes,92.39,40,Salary,332171.2,89.0,Manufacturing,Male,Single,5.0,24.0,Mail Check,No,False,MAJOR,True,"Expected $192,171 but shows $332,171 (72.9% difference)",True,False
1807,22,1,Yes,20.6,40,Salary,42848.0,49.0,Information Technology,Female,Married,1.0,22.0,Mail Check,No,True,NONE,False,,False,False
1808,29,6,Yes,24.48,40,Salary,50928.4,69.0,Research,Male,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1809,51,16,Yes,45.16,40,Salary,93932.8,54.0,Healthcare,Female,Single,7.0,8.0,Mail Check,No,True,NONE,False,,False,False
1810,50,7,Yes,33.58,40,Salary,69846.4,42.0,Information Technology,Female,Divorced,5.0,13.0,Mail Check,No,True,NONE,False,,False,False
1811,59,6,No,92.88,40,Salary,333330.4,50.0,Research,Female,Married,6.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,190 but shows $333,330 (72.5% difference)",True,False
1812,58,6,No,62.73,40,Salary,130478.4,72.0,Marketing,Female,Married,7.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
1813,53,6,Yes,94.59,40,Salary,336747.2,47.0,Manufacturing,Female,Married,6.0,6.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,747 but shows $336,747 (71.2% difference)",True,False
1814,53,8,Yes,45.88,40,Salary,95430.4,67.0,Laboratory,Female,Divorced,8.0,22.0,Mail Check,Yes,True,NONE,False,,False,False
1815,46,6,No,67.15,40,Salary,139672.0,16.0,Laboratory,Female,Married,4.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
1816,28,1,Yes,24.32,40,Salary,50585.6,23.0,Information Technology,Female,Married,3.0,19.0,Direct Deposit,Yes,True,NONE,False,,False,False
1817,59,9,No,33.56,40,Salary,69804.8,81.0,Information Technology,Female,Divorced,8.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1818,34,3,No,30.76,40,Salary,63980.8,21.0,Laboratory,Female,Divorced,6.0,18.0,Direct Deposit,Yes,True,NONE,False,,False,False
1819,50,15,No,65.28,40,Salary,135782.4,250.0,Sales,Female,Single,4.0,15.0,Mail Check,No,True,NONE,False,,False,True
1820,59,14,No,41.04,40,Salary,85363.2,250.0,Sales,Female,Divorced,4.0,13.0,Direct Deposit,Yes,True,NONE,False,,False,True
1821,36,1,Yes,29.83,40,Salary,62046.4,6.0,Sales,Female,Divorced,6.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1822,35,1,No,30.28,40,Salary,62774.4,13.0,Sales,Male,Married,6.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1823,40,9,Yes,86.55,40,Salary,280024.0,42.0,Sales,Female,Single,5.0,16.0,Direct Deposit,No,False,MAJOR,True,"Expected $180,024 but shows $280,024 (55.5% difference)",False,False
1824,49,7,No,32.63,40,Salary,67870.4,32.0,Healthcare,Male,Divorced,4.0,21.0,Mail Check,No,True,NONE,False,,False,False
1825,35,7,Yes,28.17,40,Salary,58593.6,250.0,Research,Male,Single,4.0,15.0,Mail Check,Yes,True,NONE,False,,False,True
1826,22,1,Yes,21.97,40,Salary,45697.6,49.0,Manufacturing,Male,Married,2.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
1827,30,6,No,27.67,40,Salary,57553.6,35.0,Human Resources,Male,Single,2.0,22.0,Direct Deposit,Yes,True,NONE,False,,False,False
1828,52,18,Yes,88.8,40,Salary,284704.0,49.0,Marketing,Female,Divorced,5.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $184,704 but shows $284,704 (54.1% difference)",False,False
1829,34,4,No,28.16,40,Salary,37772.8,64.0,Healthcare,Male,Divorced,5.0,23.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,573 but shows $37,773 (35.5% difference)",False,False
1830,55,11,Yes,32.93,40,Salary,68494.4,42.0,Research,Female,Married,5.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
1831,50,17,No,67.53,40,Salary,140462.4,79.0,Research,Female,Married,7.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
1832,24,1,Yes,17.97,40,Salary,37377.6,53.0,Marketing,Male,Married,2.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
1833,57,16,Yes,71.9,40,Salary,149552.0,52.0,Research,Female,Divorced,9.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
1834,52,7,Yes,63.4,40,Salary,132872.0,24.0,Healthcare,Male,Divorced,8.0,16.0,Mail Check,Yes,True,NONE,False,,False,False
1835,47,13,Yes,94.2,40,Salary,335936.0,49.0,Sales,Male,Single,6.0,7.0,Mail Check,No,False,MAJOR,True,"Expected $195,936 but shows $335,936 (71.5% difference)",True,False
1836,24,1,No,20.13,40,Salary,42870.4,24.0,Laboratory,Female,Married,2.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1837,54,15,No,79.73,40,Salary,165838.4,75.0,Information Technology,Female,Married,6.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1838,49,5,No,96.0,40,Salary,339680.0,39.0,Manufacturing,Female,Single,8.0,8.0,Mail Check,No,False,MAJOR,True,"Expected $199,680 but shows $339,680 (70.1% difference)",True,False
1839,44,15,No,85.55,40,Salary,177944.0,50.0,Sales,Female,Married,1.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
1840,42,2,No,44.42,40,Salary,92393.6,0.0,Information Technology,Male,Divorced,6.0,7.0,Mail Check,Yes,True,NONE,False,,False,False
1841,39,8,No,97.4,40,Salary,202592.0,24.0,Human Resources,Female,Single,1.0,18.0,Direct Deposit,No,True,NONE,False,,False,False
1842,54,11,No,48.5,40,Salary,100880.0,74.0,Research,Female,Married,2.0,8.0,Mail Check,Yes,True,NONE,False,,False,False
1843,56,6,No,84.31,40,Salary,175364.8,250.0,Research,Female,Divorced,6.0,20.0,Mail Check,Yes,True,NONE,False,,False,True
1844,54,20,No,81.95,40,Salary,170456.0,250.0,Marketing,Female,Divorced,4.0,16.0,Mail Check,Yes,True,NONE,False,,False,True
1845,43,9,No,45.83,40,Salary,95326.4,40.0,Research,Female,Divorced,8.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
1846,27,6,Yes,20.64,40,Salary,42931.2,0.0,Research,Male,Married,2.0,8.0,Mail Check,No,True,NONE,False,,False,False
1847,42,8,Yes,43.03,40,Salary,89502.4,71.0,Research,Female,Divorced,7.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1848,56,11,Yes,96.33,40,Salary,200075.2,17.0,Manufacturing,Female,Single,8.0,5.0,Mail Check,No,True,NONE,False,,False,False
1849,61,18,No,58.34,40,Salary,121347.2,49.0,Human Resources,Female,Divorced,2.0,8.0,Mail Check,Yes,True,NONE,False,,False,False
1850,48,15,Yes,76.29,40,Salary,158683.2,86.0,Healthcare,Female,Single,3.0,15.0,Mail Check,No,True,NONE,False,,False,False
1851,39,4,No,34.66,40,Salary,72092.8,81.0,Sales,Female,Married,1.0,18.0,Direct Deposit,Yes,True,NONE,False,,False,False
1852,33,1,Yes,30.02,40,Salary,62441.6,33.0,Laboratory,Female,Single,2.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1853,57,15,No,64.72,40,Salary,134617.6,16.0,Information Technology,Female,Divorced,3.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1854,45,5,No,87.74,40,Salary,282499.2,51.0,Manufacturing,Female,Married,4.0,11.0,Mail Check,Yes,False,MAJOR,True,"Expected $182,499 but shows $282,499 (54.8% difference)",False,False
1855,43,6,Yes,96.0,40,Salary,339680.0,38.0,Healthcare,Female,Divorced,8.0,15.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $199,680 but shows $339,680 (70.1% difference)",True,False
1856,32,8,Yes,28.31,40,Salary,58884.8,86.0,Research,Female,Married,3.0,22.0,Direct Deposit,Yes,True,NONE,False,,False,False
1857,44,6,No,49.1,40,Salary,102128.0,30.0,Sales,Female,Divorced,3.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
1858,35,10,Yes,30.93,40,Salary,64334.4,49.0,Marketing,Male,Married,4.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
1859,38,3,No,33.3,40,Salary,69264.0,61.0,Sales,Male,Divorced,5.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
1860,41,10,Yes,93.74,40,Salary,334979.2,49.0,Human Resources,Female,Single,4.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $194,979 but shows $334,979 (71.8% difference)",True,False
1861,39,5,No,82.14,40,Salary,170851.2,16.0,Sales,Male,Divorced,1.0,17.0,Direct Deposit,Yes,True,NONE,False,,False,False
1862,50,11,No,56.77,40,Salary,128081.6,49.0,Marketing,Male,Divorced,1.0,18.0,Mail Check,Yes,True,NONE,False,,False,False
1863,41,2,No,86.01,40,Salary,178900.8,49.0,Manufacturing,Female,Divorced,8.0,12.0,Direct Deposit,Yes,True,NONE,False,,False,False
1864,43,3,Yes,97.12,40,Salary,202009.6,50.0,Research,Prefer Not to Answer,Divorced,2.0,19.0,Direct Deposit,Yes,True,NONE,False,,False,False
1865,43,3,No,49.38,40,Salary,102710.4,49.0,Human Resources,Female,Single,6.0,18.0,Mail Check,No,True,NONE,False,,False,False
1866,24,1,No,17.88,40,Salary,37330.4,57.0,Sales,Male,Single,3.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1867,61,15,No,61.54,40,Salary,128003.2,85.0,Healthcare,Male,Single,1.0,24.0,Mail Check,No,True,NONE,False,,False,False
1868,33,7,Yes,27.61,40,Salary,57428.8,40.0,Healthcare,Female,Married,3.0,7.0,Mail Check,Yes,True,NONE,False,,False,False
1869,41,10,No,58.59,40,Salary,122867.2,85.0,Information Technology,Male,Divorced,5.0,24.0,Mail Check,Yes,True,NONE,False,,False,False
1870,61,14,Yes,69.91,40,Salary,145412.8,77.0,Healthcare,Female,Divorced,6.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
1871,43,8,Yes,42.17,40,Salary,87713.6,21.0,Information Technology,Female,Single,8.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
1872,38,4,Yes,32.28,40,Salary,66934.4,59.0,Research,Female,Divorced,2.0,7.0,Mail Check,No,True,NONE,False,,False,False
1873,56,13,No,79.77,40,Salary,165921.6,4.0,Research,Female,Married,7.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1874,47,14,No,91.51,40,Salary,330340.8,81.0,Sales,Male,Divorced,6.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,341 but shows $330,341 (73.6% difference)",True,False
1875,47,10,Yes,43.64,40,Salary,90771.2,42.0,Sales,Female,Single,2.0,22.0,Mail Check,No,True,NONE,False,,False,False
1876,52,9,Yes,97.85,40,Salary,203528.0,250.0,Sales,Female,Single,6.0,13.0,Mail Check,No,True,NONE,False,,False,True
1877,44,10,No,71.45,40,Salary,148616.0,81.0,Sales,Female,Married,6.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1878,61,17,No,35.78,40,Salary,74422.4,49.0,Manufacturing,Male,Single,2.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1879,37,1,Yes,82.46,40,Salary,171516.8,76.0,Manufacturing,Female,Divorced,4.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1880,47,6,No,65.34,40,Salary,135907.2,49.0,Sales,Female,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1881,32,1,No,23.58,40,Salary,49046.4,84.0,Healthcare,Female,Single,2.0,24.0,Direct Deposit,Yes,True,NONE,False,,False,False
1882,44,16,No,35.06,40,Salary,72924.8,59.0,Sales,Female,Divorced,2.0,10.0,Direct Deposit,Yes,True,NONE,False,,False,False
1883,51,20,Yes,48.48,40,Salary,100838.4,49.0,Marketing,Male,Married,4.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
1884,43,3,No,90.54,40,Salary,288323.2,25.0,Research,Male,Divorced,4.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,323 but shows $288,323 (53.1% difference)",False,False
1885,57,12,Yes,53.38,40,Salary,111030.4,45.0,Research,Male,Single,1.0,9.0,Mail Check,No,True,NONE,False,,False,False
1886,37,3,No,64.46,40,Salary,134076.8,83.0,Research,Female,Single,3.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
1887,57,6,No,33.65,40,Salary,69992.0,250.0,Sales,Female,Single,9.0,21.0,Mail Check,Yes,True,NONE,False,,False,True
1888,48,20,Yes,42.68,40,Salary,88774.4,3.0,Sales,Male,Married,7.0,19.0,Mail Check,Yes,True,NONE,False,,False,False
1889,46,20,No,46.28,40,Salary,96262.4,49.0,Sales,Male,Single,5.0,5.0,Mail Check,No,True,NONE,False,,False,False
1890,33,2,No,30.9,40,Salary,64272.0,49.0,Information Technology,Female,Married,1.0,9.0,Mail Check,Yes,True,NONE,False,,False,False
1891,48,16,Yes,60.9,40,Salary,126672.0,67.0,Research,Male,Single,5.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
1892,61,19,No,75.28,40,Salary,156582.4,89.0,Research,Female,Single,9.0,15.0,Direct Deposit,No,True,NONE,False,,False,False
1893,37,10,Yes,50.05,40,Salary,104104.0,33.0,Marketing,Male,Divorced,6.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
1894,44,9,Yes,33.11,40,Salary,39748.8,80.0,Marketing,Female,Married,3.0,15.0,Direct Deposit,No,False,MODERATE,True,"Expected $68,869 but shows $39,749 (42.3% difference)",False,False
1895,30,8,Yes,25.0,40,Salary,52000.0,49.0,Sales,Male,Divorced,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1896,37,4,No,30.76,40,Salary,63980.8,69.0,Research,Male,Divorced,1.0,19.0,Mail Check,No,True,NONE,False,,False,False
1897,38,8,No,56.24,40,Salary,116979.2,11.0,Marketing,Female,Single,2.0,22.0,Mail Check,No,True,NONE,False,,False,False
1898,61,16,No,86.24,40,Salary,179379.2,59.0,Laboratory,Female,Single,1.0,15.0,Mail Check,No,True,NONE,False,,False,False
1899,39,3,No,58.52,40,Salary,121721.6,82.0,Information Technology,Male,Divorced,2.0,21.0,Mail Check,Yes,True,NONE,False,,False,False
1900,47,7,No,84.3,40,Salary,175344.0,68.0,Sales,Male,Married,4.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1901,50,8,Yes,35.04,40,Salary,72883.2,250.0,Information Technology,Male,Married,2.0,15.0,Mail Check,Yes,True,NONE,False,,False,True
1902,52,19,No,67.95,40,Salary,141336.0,17.0,Research,Female,Single,6.0,15.0,Mail Check,No,True,NONE,False,,False,False
1903,48,11,Yes,36.2,40,Salary,75296.0,49.0,Sales,Male,Single,4.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1904,47,7,No,83.37,40,Salary,173409.6,48.0,Information Technology,Male,Married,1.0,13.0,Mail Check,Yes,True,NONE,False,,False,False
1905,31,9,Yes,24.41,40,Salary,50772.8,5.0,Sales,Male,Single,3.0,15.0,Direct Deposit,Yes,True,NONE,False,,False,False
1906,36,3,Yes,43.02,40,Salary,89481.6,78.0,Research,Female,Single,5.0,19.0,Direct Deposit,Yes,True,NONE,False,,False,False
1907,36,2,No,71.85,40,Salary,149448.0,88.0,Sales,Male,Single,6.0,16.0,Direct Deposit,No,True,NONE,False,,False,False
1908,36,1,No,33.54,40,Salary,69763.2,27.0,Sales,Female,Married,2.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
1909,43,3,Yes,94.47,40,Salary,336497.6,31.0,Research,Male,Single,1.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $196,498 but shows $336,498 (71.2% difference)",True,False
1910,23,1,Yes,20.15,40,Salary,43312.0,38.0,Information Technology,Female,Married,2.0,8.0,Mail Check,No,True,NONE,False,,False,False
1911,39,7,Yes,78.29,40,Salary,162843.2,36.0,Sales,Male,Married,5.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
1912,61,17,Yes,49.37,40,Salary,102689.6,22.0,Research,Male,Divorced,2.0,5.0,Mail Check,Yes,True,NONE,False,,False,False
1913,26,3,No,17.64,40,Salary,36691.2,250.0,Sales,Female,Married,3.0,5.0,Mail Check,No,True,NONE,False,,False,True
1914,53,5,No,92.45,40,Salary,332296.0,34.0,Marketing,Female,Divorced,9.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,296 but shows $332,296 (72.8% difference)",True,False
1915,30,8,No,26.44,40,Salary,54995.2,8.0,Laboratory,Female,Married,2.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
1916,46,8,No,87.7,40,Salary,282416.0,0.0,Sales,Male,Divorced,7.0,10.0,Mail Check,Yes,False,MAJOR,True,"Expected $182,416 but shows $282,416 (54.8% difference)",False,False
1917,47,19,Yes,88.34,40,Salary,283747.2,36.0,Human Resources,Female,Married,4.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $183,747 but shows $283,747 (54.4% difference)",False,False
1918,58,7,No,38.27,40,Salary,79601.6,63.0,Human Resources,Female,Married,1.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
1919,40,4,No,26.13,40,Salary,54350.4,49.0,Research,Female,Single,1.0,9.0,Mail Check,Yes,True,NONE,False,,False,False
1920,53,17,No,43.79,40,Salary,91083.2,84.0,Sales,Female,Married,5.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
1921,59,16,No,77.54,40,Salary,161283.2,85.0,Human Resources,Female,Married,1.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1922,29,2,No,23.74,40,Salary,49379.2,83.0,Sales,Female,Married,2.0,5.0,Mail Check,No,True,NONE,False,,False,False
1923,46,19,No,43.05,40,Salary,89544.0,50.0,Healthcare,Female,Single,7.0,17.0,Mail Check,Yes,True,NONE,False,,False,False
1924,53,11,No,32.4,40,Salary,67392.0,79.0,Manufacturing,Male,Single,9.0,9.0,Mail Check,Yes,True,NONE,False,,False,False
1925,54,20,No,32.91,40,Salary,68452.8,32.0,Research,Male,Married,2.0,14.0,Mail Check,Yes,True,NONE,False,,False,False
1926,38,10,No,30.34,40,Salary,63107.2,250.0,Human Resources,Male,Divorced,5.0,15.0,Mail Check,No,True,NONE,False,,False,True
1927,59,7,No,61.83,40,Salary,128606.4,55.0,Laboratory,Male,Married,8.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1928,60,14,No,49.84,40,Salary,103667.2,49.0,Healthcare,Female,Single,1.0,18.0,Direct Deposit,No,True,NONE,False,,False,False
1929,35,3,Yes,24.56,40,Salary,51084.8,46.0,Human Resources,Female,Married,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1930,51,20,No,85.89,40,Salary,178651.2,1.0,Research,Female,Single,1.0,21.0,Direct Deposit,No,True,NONE,False,,False,False
1931,50,20,No,52.56,40,Salary,109324.8,250.0,Laboratory,Male,Divorced,1.0,19.0,Mail Check,Yes,True,NONE,False,,False,True
1932,39,3,No,56.05,40,Salary,116584.0,83.0,Human Resources,Female,Divorced,4.0,20.0,Mail Check,Yes,True,NONE,False,,False,False
1933,43,8,No,84.92,40,Salary,176633.6,49.0,Healthcare,Female,Divorced,2.0,10.0,Mail Check,Yes,True,NONE,False,,False,False
1934,41,1,Yes,31.92,40,Salary,66393.6,28.0,Human Resources,Female,Married,7.0,7.0,Mail Check,Yes,True,NONE,False,,False,False
1935,44,7,Yes,37.83,40,Salary,78686.4,1.0,Laboratory,Female,Divorced,2.0,7.0,Mail Check,Yes,True,NONE,False,,False,False
1936,44,8,No,62.36,40,Salary,129708.8,50.0,Information Technology,Male,Married,7.0,25.0,Mail Check,Yes,True,NONE,False,,False,False
1937,37,1,Yes,47.29,40,Salary,98363.2,73.0,Sales,Male,Single,5.0,20.0,Mail Check,No,True,NONE,False,,False,False
1938,52,20,Yes,89.3,40,Salary,285744.0,49.0,Sales,Male,Divorced,3.0,20.0,Mail Check,Yes,False,MAJOR,True,"Expected $185,744 but shows $285,744 (53.8% difference)",False,False
1939,55,12,No,83.36,40,Salary,173388.8,250.0,Information Technology,Female,Divorced,5.0,15.0,Mail Check,Yes,True,NONE,False,,False,True
1940,52,11,Yes,93.82,40,Salary,335145.6,49.0,Human Resources,Female,Married,1.0,6.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,146 but shows $335,146 (71.7% difference)",True,False
1941,51,20,No,72.27,40,Salary,150321.6,81.0,Marketing,Female,Single,5.0,10.0,Mail Check,No,True,NONE,False,,False,False
1942,28,2,Yes,23.15,40,Salary,48152.0,250.0,Laboratory,Female,Divorced,3.0,18.0,Mail Check,Yes,True,NONE,False,,False,True
1943,57,8,Yes,60.83,40,Salary,126526.4,68.0,Human Resources,Female,Married,2.0,8.0,Mail Check,Yes,True,NONE,False,,False,False
1944,38,3,No,32.02,40,Salary,66601.6,26.0,Human Resources,Male,Married,1.0,22.0,Direct Deposit,Yes,True,NONE,False,,False,False
1945,39,9,Yes,45.4,40,Salary,94432.0,46.0,Information Technology,Male,Single,3.0,23.0,Mail Check,No,True,NONE,False,,False,False
1946,26,3,No,21.4,40,Salary,44512.0,13.0,Marketing,Female,Married,1.0,22.0,Mail Check,Yes,True,NONE,False,,False,False
1947,48,7,No,41.7,40,Salary,86736.0,54.0,Research,Female,Married,1.0,22.0,Mail Check,Yes,True,NONE,False,,False,False
1948,58,12,No,71.64,40,Salary,149011.2,54.0,Research,Female,Married,5.0,19.0,Mail Check,Yes,True,NONE,False,,False,False
1949,52,16,No,57.6,40,Salary,133808.0,27.0,Healthcare,Female,Divorced,4.0,19.0,Mail Check,Yes,False,MINOR,True,"Expected $119,808 but shows $133,808 (11.7% difference)",False,False
1950,60,19,No,45.6,40,Salary,94848.0,44.0,Marketing,Male,Single,5.0,18.0,Mail Check,No,True,NONE,False,,False,False
1951,40,10,No,32.73,40,Salary,68078.4,66.0,Manufacturing,Male,Married,9.0,11.0,Mail Check,Yes,True,NONE,False,,False,False
1952,44,15,Yes,57.55,40,Salary,133704.0,25.0,Healthcare,Male,Divorced,2.0,18.0,Mail Check,Yes,False,MINOR,True,"Expected $119,704 but shows $133,704 (11.7% difference)",False,False
1953,54,18,No,72.39,40,Salary,150571.2,49.0,Information Technology,Female,Married,7.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1954,38,8,Yes,43.67,40,Salary,90833.6,82.0,Laboratory,Female,Married,3.0,16.0,Mail Check,Yes,True,NONE,False,,False,False
1955,49,5,No,82.23,40,Salary,171038.4,26.0,Research,Female,Married,1.0,12.0,Mail Check,Yes,True,NONE,False,,False,False
1956,54,8,No,54.37,40,Salary,113089.6,75.0,Research,Female,Married,1.0,9.0,Mail Check,Yes,True,NONE,False,,False,False
1957,40,9,Yes,34.79,40,Salary,72363.2,26.0,Research,Female,Married,8.0,15.0,Mail Check,Yes,True,NONE,False,,False,False
1958,54,19,No,33.07,40,Salary,68785.6,4.0,Research,Male,Married,9.0,6.0,Mail Check,Yes,True,NONE,False,,False,False
1959,58,20,Yes,72.89,40,Salary,151611.2,250.0,Research,Female,Single,7.0,15.0,Mail Check,No,True,NONE,False,,False,True
1960,30,4,Yes,23.54,40,Salary,48963.2,44.0,Research,Male,Single,2.0,8.0,Direct Deposit,Yes,True,NONE,False,,False,False
