EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,Salary_Math_Consistent,Salary_Inconsistency_Severity,Salary_Needs_Review,Salary_Issue_Details,AnnualSalary_outlier_flag,DrivingCommuterDistance_outlier_flag
2022,44,9,Yes,91.33,40,Salary,289966.4,47.0,Sales,Female,Single,8.0,11.0,Direct Deposit,No,False,MAJOR,True,"Expected $189,966 but shows $289,966 (52.6% difference)",True,False
2023,54,11,Yes,87.15,40,Salary,281272.0,49.0,Human Resources,Female,Married,1.0,19.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $181,272 but shows $281,272 (55.2% difference)",False,False
2034,50,20,Yes,93.65,40,Salary,334792.0,5.0,Human Resources,Male,Married,6.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $194,792 but shows $334,792 (71.9% difference)",True,False
2037,57,14,Yes,86.59,40,Salary,280107.2,41.0,Healthcare,Male,Married,8.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $180,107 but shows $280,107 (55.5% difference)",False,False
2042,38,8,No,33.64,40,Salary,40851.2,88.0,Human Resources,Male,Divorced,1.0,16.0,Mail Check,No,False,MODERATE,True,"Expected $69,971 but shows $40,851 (41.6% difference)",False,False
2048,53,16,Yes,89.64,40,Salary,286451.2,250.0,Marketing,Female,Divorced,2.0,5.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $186,451 but shows $286,451 (53.6% difference)",False,True
2057,47,18,No,86.61,40,Salary,280148.8,71.0,Laboratory,Female,Divorced,6.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $180,149 but shows $280,149 (55.5% difference)",False,False
2067,59,9,No,94.41,40,Salary,336372.8,48.0,Human Resources,Female,Married,2.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,373 but shows $336,373 (71.3% difference)",True,False
2073,46,19,No,93.61,40,Salary,334708.8,69.0,Sales,Female,Divorced,6.0,16.0,Mail Check,Yes,False,MAJOR,True,"Expected $194,709 but shows $334,709 (71.9% difference)",True,False
2086,53,9,Yes,57.39,40,Salary,133371.2,250.0,Manufacturing,Male,Married,8.0,10.0,Mail Check,Yes,False,MINOR,True,"Expected $119,371 but shows $133,371 (11.7% difference)",False,True
2090,50,15,No,91.33,40,Salary,289966.4,42.0,Human Resources,Female,Divorced,8.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $189,966 but shows $289,966 (52.6% difference)",True,False
2093,56,16,Yes,93.3,40,Salary,334064.0,88.0,Research,Male,Single,3.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $194,064 but shows $334,064 (72.1% difference)",True,False
2098,38,1,No,91.45,40,Salary,330216.0,13.0,Marketing,Male,Divorced,6.0,16.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,216 but shows $330,216 (73.6% difference)",True,False
2104,44,17,Yes,91.33,40,Salary,289675.2,75.0,Manufacturing,Female,Divorced,1.0,24.0,Mail Check,Yes,False,MAJOR,True,"Expected $189,966 but shows $289,675 (52.5% difference)",True,False
2105,60,10,Yes,87.3,40,Salary,281584.0,250.0,Sales,Female,Single,3.0,14.0,Mail Check,No,False,MAJOR,True,"Expected $181,584 but shows $281,584 (55.1% difference)",False,True
2107,43,3,No,90.28,40,Salary,287574.4,20.0,Research,Male,Married,8.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $187,782 but shows $287,574 (53.1% difference)",False,False
2131,37,5,No,89.6,40,Salary,286368.0,89.0,Manufacturing,Male,Single,4.0,6.0,Direct Deposit,No,False,MAJOR,True,"Expected $186,368 but shows $286,368 (53.7% difference)",False,False
2132,30,6,Yes,28.47,40,Salary,38417.6,80.0,Healthcare,Male,Divorced,1.0,13.0,Mail Check,Yes,False,MODERATE,True,"Expected $59,218 but shows $38,418 (35.1% difference)",False,False
2138,54,13,Yes,90.45,40,Salary,288136.0,34.0,Sales,Prefer Not to Answer,Married,6.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,136 but shows $288,136 (53.2% difference)",False,False
2141,39,5,No,91.31,40,Salary,289924.8,46.0,Sales,Male,Single,6.0,20.0,Mail Check,No,False,MAJOR,True,"Expected $189,925 but shows $289,925 (52.7% difference)",True,False
2153,36,4,No,88.67,40,Salary,284433.6,64.0,Information Technology,Female,Single,2.0,7.0,Mail Check,No,False,MAJOR,True,"Expected $184,434 but shows $284,434 (54.2% difference)",False,False
2160,53,10,No,33.97,40,Salary,41537.6,27.0,Research,Female,Married,6.0,8.0,Mail Check,No,False,MODERATE,True,"Expected $70,658 but shows $41,538 (41.2% difference)",False,False
2167,35,6,Yes,28.29,40,Salary,38043.2,60.0,Marketing,Female,Divorced,6.0,18.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,843 but shows $38,043 (35.3% difference)",False,False
2169,42,3,No,90.52,40,Salary,288281.6,35.0,Human Resources,Female,Single,3.0,9.0,Mail Check,No,False,MAJOR,True,"Expected $188,282 but shows $288,282 (53.1% difference)",False,False
2180,36,7,No,94.06,40,Salary,335644.8,13.0,Marketing,Male,Divorced,2.0,7.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $195,645 but shows $335,645 (71.6% difference)",True,False
2189,54,14,No,92.2,40,Salary,331776.0,12.0,Information Technology,Female,Divorced,6.0,10.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,776 but shows $331,776 (73.0% difference)",True,False
2191,49,12,Yes,94.58,40,Salary,336726.4,66.0,Information Technology,Male,Married,7.0,8.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $196,726 but shows $336,726 (71.2% difference)",True,False
2203,22,1,Yes,20.81,40,Salary,2284.8,22.0,Research,Female,Married,3.0,5.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $43,285 but shows $2,285 (94.7% difference)",False,False
2214,61,16,No,91.91,40,Salary,331172.8,53.0,Laboratory,Female,Married,9.0,21.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,173 but shows $331,173 (73.2% difference)",True,False
2227,43,5,No,94.32,40,Salary,336285.6,70.0,Marketing,Female,Divorced,7.0,23.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,186 but shows $336,286 (71.4% difference)",True,False
2229,53,19,Yes,92.53,40,Salary,332462.4,34.0,Healthcare,Female,Single,1.0,6.0,Mail Check,No,False,MAJOR,True,"Expected $192,462 but shows $332,462 (72.7% difference)",True,False
2231,41,7,No,92.3,40,Salary,333384.0,0.0,Research,Male,Married,5.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,984 but shows $333,384 (73.7% difference)",True,False
2234,54,7,Yes,33.05,40,Salary,39624.0,49.0,Sales,Female,Single,3.0,12.0,Mail Check,Yes,False,MODERATE,True,"Expected $68,744 but shows $39,624 (42.4% difference)",False,False
2244,58,16,No,88.33,40,Salary,283726.4,6.0,Research,Male,Single,6.0,21.0,Mail Check,No,False,MAJOR,True,"Expected $183,726 but shows $283,726 (54.4% difference)",False,False
2253,44,10,No,87.57,40,Salary,282145.6,86.0,Research,Female,Single,6.0,10.0,Direct Deposit,No,False,MAJOR,True,"Expected $182,146 but shows $282,146 (54.9% difference)",False,False
2260,60,19,Yes,93.32,40,Salary,334105.6,41.0,Human Resources,Female,Married,9.0,13.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $194,106 but shows $334,106 (72.1% difference)",True,False
2263,56,10,No,89.53,40,Salary,286222.4,55.0,Research,Female,Single,1.0,15.0,Direct Deposit,No,False,MAJOR,True,"Expected $186,222 but shows $286,222 (53.7% difference)",False,False
2265,57,15,No,90.88,40,Salary,289030.4,49.0,Research,Male,Divorced,7.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $189,030 but shows $289,030 (52.9% difference)",False,False
2266,47,14,Yes,57.69,40,Salary,133995.2,49.0,Sales,Male,Divorced,1.0,15.0,Mail Check,Yes,False,MINOR,True,"Expected $119,995 but shows $133,995 (11.7% difference)",False,False
2272,61,10,No,93.07,40,Salary,333585.6,36.0,Research,Female,Married,4.0,16.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,586 but shows $333,586 (72.3% difference)",True,False
2279,44,8,Yes,33.4,40,Salary,40352.0,8.0,Healthcare,Female,Single,3.0,15.0,Mail Check,Yes,False,MODERATE,True,"Expected $69,472 but shows $40,352 (41.9% difference)",False,False
2293,39,10,No,87.86,40,Salary,282748.8,41.0,Sales,Female,Married,5.0,23.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $182,749 but shows $282,749 (54.7% difference)",False,False
2294,57,18,No,86.88,40,Salary,280710.4,78.0,Information Technology,Female,Divorced,3.0,6.0,Mail Check,Yes,False,MAJOR,True,"Expected $180,710 but shows $280,710 (55.3% difference)",False,False
2303,39,9,Yes,92.05,40,Salary,331464.0,49.0,Sales,Female,Single,4.0,11.0,Mail Check,No,False,MAJOR,True,"Expected $191,464 but shows $331,464 (73.1% difference)",True,False
2326,61,16,Yes,92.85,40,Salary,333128.0,44.0,Human Resources,Female,Married,3.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,128 but shows $333,128 (72.5% difference)",True,False
2328,50,11,Yes,95.33,40,Salary,337995.2,72.0,Marketing,Female,Single,2.0,18.0,Mail Check,No,False,MAJOR,True,"Expected $198,286 but shows $337,995 (70.5% difference)",True,False
2330,43,7,No,92.28,40,Salary,333342.4,72.0,Sales,Female,Married,7.0,18.0,Mail Check,Yes,False,MAJOR,True,"Expected $191,942 but shows $333,342 (73.7% difference)",True,False
2335,53,8,Yes,93.26,40,Salary,333980.8,49.0,Research,Male,Married,3.0,5.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,981 but shows $333,981 (72.2% difference)",True,False
2337,47,16,No,95.75,40,Salary,339160.0,81.0,Marketing,Male,Divorced,3.0,20.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,160 but shows $339,160 (70.3% difference)",True,False
2341,43,6,Yes,92.69,40,Salary,332795.2,16.0,Information Technology,Male,Married,3.0,16.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $192,795 but shows $332,795 (72.6% difference)",True,False
2342,52,12,Yes,94.13,40,Salary,335790.4,11.0,Laboratory,Female,Divorced,7.0,24.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,790 but shows $335,790 (71.5% difference)",True,False
2344,31,2,No,28.98,40,Salary,39478.4,63.0,Marketing,Male,Divorced,1.0,17.0,Mail Check,No,False,MODERATE,True,"Expected $60,278 but shows $39,478 (34.5% difference)",False,False
2346,44,11,No,33.38,40,Salary,40310.4,3.0,Research,Female,Divorced,2.0,11.0,Mail Check,No,False,MODERATE,True,"Expected $69,430 but shows $40,310 (41.9% difference)",False,False
2363,52,6,Yes,88.32,40,Salary,283705.6,44.0,Human Resources,Female,Single,1.0,20.0,Direct Deposit,No,False,MAJOR,True,"Expected $183,706 but shows $283,706 (54.4% difference)",False,False
2368,21,1,Yes,22.09,40,Salary,4947.2,76.0,Research,Male,Single,3.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $45,947 but shows $4,947 (89.2% difference)",False,False
2372,56,6,Yes,94.72,40,Salary,337017.6,86.0,Sales,Male,Married,5.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $197,018 but shows $337,018 (71.1% difference)",True,False
2374,51,16,No,88.28,40,Salary,283414.4,62.0,Sales,Female,Married,2.0,23.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $183,622 but shows $283,414 (54.3% difference)",False,False
2380,49,7,Yes,90.53,40,Salary,288302.4,23.0,Research,Male,Single,6.0,16.0,Mail Check,No,False,MAJOR,True,"Expected $188,302 but shows $288,302 (53.1% difference)",False,False
2386,51,11,Yes,88.33,40,Salary,283435.2,56.0,Human Resources,Prefer Not to Answer,Single,7.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $183,726 but shows $283,435 (54.3% difference)",False,False
2396,57,6,Yes,93.03,40,Salary,333502.4,80.0,Laboratory,Female,Divorced,3.0,23.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,502 but shows $333,502 (72.4% difference)",True,False
2401,44,13,Yes,95.57,40,Salary,338785.6,8.0,Laboratory,Female,Divorced,4.0,9.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,786 but shows $338,786 (70.4% difference)",True,False
2414,55,19,No,33.96,40,Salary,41516.8,53.0,Marketing,Male,Married,4.0,7.0,Mail Check,No,False,MODERATE,True,"Expected $70,637 but shows $41,517 (41.2% difference)",False,False
2419,37,5,No,92.67,40,Salary,332753.6,82.0,Manufacturing,Female,Divorced,2.0,10.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,754 but shows $332,754 (72.6% difference)",True,False
2449,41,1,No,33.97,40,Salary,41537.6,61.0,Research,Female,Divorced,1.0,17.0,Direct Deposit,No,False,MODERATE,True,"Expected $70,658 but shows $41,538 (41.2% difference)",False,False
2452,21,1,Yes,21.53,40,Salary,3782.4,49.0,Research,Male,Married,3.0,18.0,Direct Deposit,No,False,MAJOR,True,"Expected $44,782 but shows $3,782 (91.6% difference)",False,False
2463,48,11,No,88.92,40,Salary,284953.6,49.0,Research,Female,Married,3.0,15.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $184,954 but shows $284,954 (54.1% difference)",False,False
2466,42,5,No,87.14,40,Salary,281251.2,49.0,Information Technology,Female,Married,4.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $181,251 but shows $281,251 (55.2% difference)",False,False
2478,54,7,Yes,92.98,40,Salary,333398.4,40.0,Research,Female,Divorced,9.0,21.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,398 but shows $333,398 (72.4% difference)",True,False
2481,45,8,Yes,92.82,40,Salary,333065.6,30.0,Research,Female,Married,7.0,23.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $193,066 but shows $333,066 (72.5% difference)",True,False
2488,37,2,No,94.05,40,Salary,335624.0,64.0,Laboratory,Male,Divorced,5.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,624 but shows $335,624 (71.6% difference)",True,False
2491,46,8,Yes,87.28,40,Salary,281334.4,250.0,Sales,Female,Married,3.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $181,542 but shows $281,334 (55.0% difference)",False,True
2504,49,9,Yes,95.59,40,Salary,338827.2,60.0,Sales,Female,Divorced,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,827 but shows $338,827 (70.4% difference)",True,False
2521,43,4,No,33.81,40,Salary,41204.8,86.0,Marketing,Female,Married,5.0,9.0,Mail Check,No,False,MODERATE,True,"Expected $70,325 but shows $41,205 (41.4% difference)",False,False
2523,53,7,Yes,92.04,40,Salary,331443.2,65.0,Research,Female,Married,8.0,24.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $191,443 but shows $331,443 (73.1% difference)",True,False
2546,54,15,Yes,93.79,40,Salary,335083.2,49.0,Laboratory,Male,Divorced,9.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,083 but shows $335,083 (71.8% difference)",True,False
2551,49,20,No,92.65,40,Salary,332712.0,250.0,Research,Male,Divorced,1.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,712 but shows $332,712 (72.6% difference)",True,True
2553,60,11,No,92.67,40,Salary,332753.6,88.0,Information Technology,Female,Divorced,3.0,15.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $192,754 but shows $332,754 (72.6% difference)",True,False
2563,49,7,Yes,89.71,40,Salary,286596.8,35.0,Sales,Female,Divorced,2.0,23.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,597 but shows $286,597 (53.6% difference)",False,False
2564,37,7,No,88.49,40,Salary,284059.2,33.0,Information Technology,Female,Single,1.0,6.0,Mail Check,No,False,MAJOR,True,"Expected $184,059 but shows $284,059 (54.3% difference)",False,False
2579,59,18,No,96.08,40,Salary,339846.4,66.0,Sales,Female,Married,5.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $199,846 but shows $339,846 (70.1% difference)",True,False
2582,39,7,No,93.16,40,Salary,333772.8,49.0,Sales,Female,Divorced,6.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $193,773 but shows $333,773 (72.2% difference)",True,False
2601,56,15,Yes,95.6,40,Salary,338848.0,250.0,Sales,Female,Divorced,8.0,20.0,Mail Check,Yes,False,MAJOR,True,"Expected $198,848 but shows $338,848 (70.4% difference)",True,True
2616,40,9,Yes,90.57,40,Salary,288385.6,12.0,Research,Male,Married,4.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,386 but shows $288,386 (53.1% difference)",False,False
2625,21,1,Yes,21.82,40,Salary,4385.6,37.0,Research,Male,Married,1.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $45,386 but shows $4,386 (90.3% difference)",False,False
2629,50,6,No,89.59,40,Salary,286347.2,9.0,Manufacturing,Female,Divorced,5.0,5.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,347 but shows $286,347 (53.7% difference)",False,False
2631,21,1,Yes,22.27,40,Salary,5321.6,64.0,Research,Female,Married,2.0,5.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $46,322 but shows $5,322 (88.5% difference)",False,False
2638,43,3,Yes,88.08,40,Salary,283206.4,17.0,Research,Female,Single,3.0,14.0,Mail Check,No,False,MAJOR,True,"Expected $183,206 but shows $283,206 (54.6% difference)",False,False
2639,57,18,No,89.44,40,Salary,286035.2,57.0,Research,Female,Divorced,9.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $186,035 but shows $286,035 (53.8% difference)",False,False
2640,47,6,Yes,94.22,40,Salary,335977.6,57.0,Marketing,Male,Married,2.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $195,978 but shows $335,978 (71.4% difference)",True,False
2644,52,8,No,33.58,40,Salary,40726.4,13.0,Healthcare,Male,Divorced,8.0,19.0,Mail Check,No,False,MODERATE,True,"Expected $69,846 but shows $40,726 (41.7% difference)",False,False
2646,40,9,Yes,88.87,40,Salary,284849.6,49.0,Research,Male,Single,1.0,23.0,Mail Check,No,False,MAJOR,True,"Expected $184,850 but shows $284,850 (54.1% difference)",False,False
2649,56,15,Yes,86.87,40,Salary,280689.6,250.0,Laboratory,Female,Single,4.0,20.0,Mail Check,No,False,MAJOR,True,"Expected $180,690 but shows $280,690 (55.3% difference)",False,True
2656,45,5,No,95.63,40,Salary,338910.4,49.0,Sales,Female,Married,5.0,10.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $198,910 but shows $338,910 (70.4% difference)",True,False
2665,49,9,No,93.25,40,Salary,333960.0,84.0,Laboratory,Female,Single,1.0,9.0,Direct Deposit,No,False,MAJOR,True,"Expected $193,960 but shows $333,960 (72.2% difference)",True,False
2667,26,3,No,20.83,40,Salary,2326.4,99.0,Research,Female,Married,3.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $43,326 but shows $2,326 (94.6% difference)",False,False
2668,55,11,No,87.38,40,Salary,281750.4,84.0,Marketing,Female,Single,3.0,6.0,Mail Check,No,False,MAJOR,True,"Expected $181,750 but shows $281,750 (55.0% difference)",False,False
2672,37,9,No,28.49,40,Salary,38459.2,62.0,Healthcare,Female,Divorced,3.0,21.0,Mail Check,Yes,False,MODERATE,True,"Expected $59,259 but shows $38,459 (35.1% difference)",False,False
2677,51,14,No,94.51,40,Salary,336580.8,41.0,Information Technology,Female,Divorced,7.0,22.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,581 but shows $336,581 (71.2% difference)",True,False
2684,39,10,No,91.67,40,Salary,330673.6,55.0,Research,Male,Divorced,3.0,22.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,674 but shows $330,674 (73.4% difference)",True,False
2703,55,12,Yes,88.31,40,Salary,283684.8,250.0,Marketing,Female,Married,1.0,6.0,Mail Check,Yes,False,MAJOR,True,"Expected $183,685 but shows $283,685 (54.4% difference)",False,True
2721,46,7,Yes,33.52,40,Salary,40601.6,250.0,Research,Male,Single,8.0,19.0,Mail Check,Yes,False,MODERATE,True,"Expected $69,722 but shows $40,602 (41.8% difference)",False,True
2723,50,13,Yes,93.16,40,Salary,333772.8,16.0,Manufacturing,Female,Single,9.0,10.0,Mail Check,No,False,MAJOR,True,"Expected $193,773 but shows $333,773 (72.2% difference)",True,False
2727,56,16,No,94.35,40,Salary,336248.0,2.0,Research,Female,Divorced,7.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,248 but shows $336,248 (71.3% difference)",True,False
2730,41,5,Yes,33.87,40,Salary,41329.6,23.0,Sales,Male,Divorced,3.0,17.0,Mail Check,No,False,MODERATE,True,"Expected $70,450 but shows $41,330 (41.3% difference)",False,False
2732,49,15,No,33.22,40,Salary,39977.6,6.0,Manufacturing,Male,Married,3.0,14.0,Mail Check,No,False,MODERATE,True,"Expected $69,098 but shows $39,978 (42.1% difference)",False,False
2736,45,9,No,91.81,40,Salary,330964.8,93.0,Research,Male,Married,2.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,965 but shows $330,965 (73.3% difference)",True,False
2737,51,9,No,94.44,40,Salary,336435.2,8.0,Research,Female,Married,4.0,24.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $196,435 but shows $336,435 (71.3% difference)",True,False
2747,60,13,No,93.57,40,Salary,334625.6,2.0,Research,Female,Married,1.0,21.0,Mail Check,Yes,False,MAJOR,True,"Expected $194,626 but shows $334,626 (71.9% difference)",True,False
2755,53,15,Yes,95.88,40,Salary,339430.4,63.0,Sales,Female,Divorced,3.0,15.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $199,430 but shows $339,430 (70.2% difference)",True,False
2757,56,6,Yes,92.78,40,Salary,332982.4,49.0,Information Technology,Female,Divorced,8.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $192,982 but shows $332,982 (72.5% difference)",True,False
2761,38,7,Yes,90.33,40,Salary,287595.2,47.0,Human Resources,Male,Single,1.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $187,886 but shows $287,595 (53.1% difference)",False,False
2778,37,3,Yes,28.39,40,Salary,38251.2,65.0,Marketing,Male,Single,3.0,11.0,Mail Check,Yes,False,MODERATE,True,"Expected $59,051 but shows $38,251 (35.2% difference)",False,False
2784,44,15,Yes,87.34,40,Salary,281667.2,11.0,Sales,Female,Married,1.0,17.0,Mail Check,Yes,False,MAJOR,True,"Expected $181,667 but shows $281,667 (55.0% difference)",False,False
2785,60,19,Yes,93.54,40,Salary,334563.2,8.0,Human Resources,Female,Single,3.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $194,563 but shows $334,563 (72.0% difference)",True,False
2791,40,10,No,57.63,40,Salary,133870.4,63.0,Sales,Male,Divorced,8.0,25.0,Mail Check,Yes,False,MINOR,True,"Expected $119,870 but shows $133,870 (11.7% difference)",False,False
2793,46,19,Yes,90.58,40,Salary,288406.4,49.0,Research,Female,Married,9.0,15.0,Mail Check,Yes,False,MAJOR,True,"Expected $188,406 but shows $288,406 (53.1% difference)",False,False
2794,41,8,Yes,33.51,40,Salary,40580.8,22.0,Research,Male,Married,7.0,11.0,Direct Deposit,No,False,MODERATE,True,"Expected $69,701 but shows $40,581 (41.8% difference)",False,False
2795,58,12,No,91.36,40,Salary,330028.8,49.0,Research,Female,Single,9.0,16.0,Mail Check,No,False,MAJOR,True,"Expected $190,029 but shows $330,029 (73.7% difference)",True,False
2800,48,9,No,33.47,40,Salary,40497.6,6.0,Research,Female,Divorced,3.0,22.0,Mail Check,No,False,MODERATE,True,"Expected $69,618 but shows $40,498 (41.8% difference)",False,False
2827,37,10,No,89.11,40,Salary,285348.8,49.0,Research,Female,Married,4.0,23.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $185,349 but shows $285,349 (54.0% difference)",False,False
2833,36,9,Yes,90.25,40,Salary,287720.0,9.0,Research,Female,Divorced,5.0,7.0,Mail Check,Yes,False,MAJOR,True,"Expected $187,720 but shows $287,720 (53.3% difference)",False,False
2853,44,5,No,88.28,40,Salary,283414.4,48.0,Marketing,Female,Married,8.0,19.0,Mail Check,Yes,False,MAJOR,True,"Expected $183,622 but shows $283,414 (54.3% difference)",False,False
2855,52,15,Yes,89.15,40,Salary,285432.0,65.0,Sales,Female,Married,1.0,14.0,Mail Check,Yes,False,MAJOR,True,"Expected $185,432 but shows $285,432 (53.9% difference)",False,False
2869,58,5,No,87.79,40,Salary,282603.2,49.0,Manufacturing,Female,Divorced,3.0,8.0,Mail Check,Yes,False,MAJOR,True,"Expected $182,603 but shows $282,603 (54.8% difference)",False,False
2879,40,9,No,95.34,40,Salary,338307.2,20.0,Research,Female,Divorced,6.0,9.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $198,307 but shows $338,307 (70.6% difference)",True,False
2883,49,7,Yes,90.36,40,Salary,287948.8,48.0,Manufacturing,Female,Divorced,5.0,22.0,Mail Check,Yes,False,MAJOR,True,"Expected $187,949 but shows $287,949 (53.2% difference)",False,False
2891,57,20,No,91.05,40,Salary,289384.0,40.0,Information Technology,Male,Married,1.0,23.0,Mail Check,Yes,False,MAJOR,True,"Expected $189,384 but shows $289,384 (52.8% difference)",False,False
2901,58,6,Yes,94.64,40,Salary,336851.2,39.0,Sales,Female,Married,3.0,12.0,Mail Check,Yes,False,MAJOR,True,"Expected $196,851 but shows $336,851 (71.1% difference)",True,False
2903,43,5,Yes,33.41,40,Salary,40372.8,70.0,Marketing,Female,Divorced,4.0,18.0,Mail Check,No,False,MODERATE,True,"Expected $69,493 but shows $40,373 (41.9% difference)",False,False
2905,49,13,No,91.77,40,Salary,330881.6,56.0,Research,Male,Divorced,1.0,8.0,Mail Check,Yes,False,MAJOR,True,"Expected $190,882 but shows $330,882 (73.3% difference)",True,False
2913,61,9,No,33.6,40,Salary,40768.0,49.0,Information Technology,Male,Married,8.0,23.0,Mail Check,No,False,MODERATE,True,"Expected $69,888 but shows $40,768 (41.7% difference)",False,False
2922,60,19,Yes,87.97,40,Salary,282977.6,91.0,Healthcare,Female,Married,1.0,14.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $182,978 but shows $282,978 (54.7% difference)",False,False
2927,37,10,Yes,88.61,40,Salary,284308.8,83.0,Sales,Male,Married,2.0,13.0,Mail Check,Yes,False,MAJOR,True,"Expected $184,309 but shows $284,309 (54.3% difference)",False,False
2948,58,13,Yes,89.64,40,Salary,286451.2,87.0,Information Technology,Female,Single,7.0,15.0,Mail Check,No,False,MAJOR,True,"Expected $186,451 but shows $286,451 (53.6% difference)",False,False
2964,33,10,Yes,28.14,40,Salary,37731.2,27.0,Manufacturing,Female,Single,2.0,15.0,Mail Check,Yes,False,MODERATE,True,"Expected $58,531 but shows $37,731 (35.5% difference)",False,False
3000,49,6,No,93.57,40,Salary,334625.6,28.0,Healthcare,Female,Single,3.0,21.0,Mail Check,No,False,MAJOR,True,"Expected $194,626 but shows $334,626 (71.9% difference)",True,False
3001,59,6,Yes,93.04,40,Salary,333523.2,40.0,Sales,Female,Single,5.0,17.0,Mail Check,No,False,MAJOR,True,"Expected $193,523 but shows $333,523 (72.3% difference)",True,False
3005,44,14,No,89.05,40,Salary,285224.0,7.0,Sales,Male,Divorced,9.0,6.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $185,224 but shows $285,224 (54.0% difference)",False,False
3006,56,10,Yes,90.2,40,Salary,287616.0,49.0,Laboratory,Female,Married,6.0,23.0,Mail Check,Yes,False,MAJOR,True,"Expected $187,616 but shows $287,616 (53.3% difference)",False,False
3008,56,13,No,91.6,40,Salary,330528.0,90.0,Research,Male,Divorced,4.0,12.0,Direct Deposit,Yes,False,MAJOR,True,"Expected $190,528 but shows $330,528 (73.5% difference)",True,False
